generation,n_clusters,mean_cluster_size,scaled_variance,mean_variance,timescale,kurtosis_corr,mean_rate_hz,pop_rate_mean_hz,pop_rate_std_hz,scaled_variance_norm,timescale_norm,N0,N1,n_add,add_neuron_frac,e0,i0,e1,i1,n_add_e,n_add_i,baseline_edge_density,p_new_edge_density,n_edges_old,n_edges_new_total,n_edges_added,mean_out_degree_old,mean_out_degree_new,actual_N,actual_E,actual_I,actual_ei_ratio_implied,actual_dt,actual_refractory_steps,actual_p_ext,actual_slope,actual_e_w,actual_i_w,actual_theta,T_RUN,repeat,seed,condition
5,69,31.884057971014492,34.32518768310547,34.32518768310547,0.24293902730004358,10.540511848645824,3.8845590909090904,3.8845590909090912,0.4780945822388241,139.62862463833932,1.326974987438379,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22346,add_frac_0.1000_nadd_200
6,35,62.857142857142854,78.56590270996094,78.56590270996094,0.24923877913719628,8.564907411120746,3.8845590909090904,3.8845590909090912,0.4780945822388241,319.5918122906805,1.3613853216192515,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22346,add_frac_0.1000_nadd_200
7,18,122.22222222222223,168.98626708984375,168.98626708984375,0.25746372533010875,6.016030046056159,3.8845590909090904,3.8845590909090912,0.4780945822388241,687.405420018587,1.4063114003655108,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22346,add_frac_0.1000_nadd_200
8,9,244.44444444444446,381.44146728515625,381.44146728515625,0.24138477591195795,4.205225897328587,3.8845590909090904,3.8845590909090912,0.4780945822388241,1551.634559110382,1.318485397523154,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22346,add_frac_0.1000_nadd_200
9,5,440.0,815.7937622070312,815.7937622070312,0.23185423879319547,2.0167062370983806,3.8845590909090904,3.8845590909090912,0.4780945822388241,3318.500748112988,1.2664279553163433,2000,2200,200,0.1,1600,400,1760,440,160,40,0.0004344672336168084,0.0004344672336168084,1737,2097,360,0.8685,0.9531818181818181,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22346,add_frac_0.1000_nadd_200
0,2600,1.0,0.25819069147109985,0.25819069147109985,0.17623013851489708,36.39365387622276,5.91055,5.91055,0.5369451443420867,1.0,1.0,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
1,1300,2.0,0.7811574339866638,0.7811574339866638,0.1878975580977275,30.764864024546654,5.91055,5.91055,0.5369451443420867,3.025505797811078,1.0662055859522812,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
2,650,4.0,2.2883048057556152,2.2883048057556152,0.19808405524643755,25.516405065632334,5.91055,5.91055,0.5369451443420867,8.862847814990854,1.1240078281484929,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
3,325,8.0,6.406546592712402,6.406546592712402,0.20670080253475528,20.654559911970974,5.91055,5.91055,0.5369451443420867,24.81323612485661,1.1729026843911972,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
4,163,15.950920245398773,16.962671279907227,16.962671279907227,0.212403065746595,15.771700026819348,5.91055,5.91055,0.5369451443420867,65.69822941043525,1.2052595971184585,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
5,82,31.70731707317073,43.331016540527344,43.331016540527344,0.21832877013157168,10.886237985022488,5.91055,5.91055,0.5369451443420867,167.8256341994325,1.2388844040607498,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
6,41,63.41463414634146,105.87775421142578,105.87775421142578,0.22046669494971163,8.554598847138267,5.91055,5.91055,0.5369451443420867,410.0757994339894,1.2510158410337693,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
7,21,123.80952380952381,246.1548309326172,246.1548309326172,0.2150234686831829,6.151855005603983,5.91055,5.91055,0.5369451443420867,953.3838324305743,1.2201288071109728,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
8,11,236.36363636363637,569.6683959960938,569.6683959960938,0.24175456594301897,4.072295786168556,5.91055,5.91055,0.5369451443420867,2206.386267259595,1.3718117002023635,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
9,6,433.3333333333333,1303.3909912109375,1303.3909912109375,0.22630479695550723,3.0695587988400694,5.91055,5.91055,0.5369451443420867,5048.17189103361,1.2841435571837632,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1,22347,add_frac_0.3000_nadd_600
0,2000,1.0,0.24072527885437012,0.24072527885437012,0.1815945527294524,38.84998073797799,3.812755,3.812755,0.5013138338157046,1.0,1.0,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
1,1000,2.0,0.7080348134040833,0.7080348134040833,0.19239805074302777,33.18808666942538,3.812755,3.812755,0.5013138338157046,2.9412565924678735,1.0594924123614593,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
2,500,4.0,2.014542579650879,2.014542579650879,0.2029633850029038,26.622466074359654,3.812755,3.812755,0.5013138338157046,8.3686374328373,1.1176733109681305,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
3,250,8.0,5.431244373321533,5.431244373321533,0.2133898746816728,20.3891078890857,3.812755,3.812755,0.5013138338157046,22.56200262460693,1.17508962396901,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
4,125,16.0,13.85781192779541,13.85781192779541,0.22376470996579087,11.466645513696452,3.812755,3.812755,0.5013138338157046,57.566916086859635,1.2322214879383824,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
5,63,31.746031746031747,33.25101089477539,33.25101089477539,0.22695455572684034,7.765498898655151,3.812755,3.812755,0.5013138338157046,138.12845519597892,1.249787244802256,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
6,32,62.5,74.41162109375,74.41162109375,0.2381424753733114,3.8428147622407014,3.812755,3.812755,0.5013138338157046,309.1142793473147,1.3113965798748743,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
7,16,125.0,165.084716796875,165.084716796875,0.24009712760142873,2.812402969290588,3.812755,3.812755,0.5013138338157046,685.780561071632,1.322160406205224,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
8,8,250.0,369.48822021484375,369.48822021484375,0.2528248902899533,2.9451157117159883,3.812755,3.812755,0.5013138338157046,1534.8958031049594,1.39224930753635,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
9,4,500.0,821.5750122070312,821.5750122070312,0.2537631496605179,,3.812755,3.812755,0.5013138338157046,3412.9154034714143,1.3974160890089333,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32345,baseline
0,2200,1.0,0.2536714971065521,0.2536714971065521,0.18212542981812274,41.08429820603579,4.599495454545455,4.599495454545455,0.5029015331508291,1.0,1.0,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
1,1100,2.0,0.7616021633148193,0.7616021633148193,0.19227338767364707,36.583988801330996,4.599495454545455,4.599495454545455,0.5029015331508291,3.0023166654585403,1.0557196096429722,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
2,550,4.0,2.190476894378662,2.190476894378662,0.20117518646575283,31.733382303846522,4.599495454545455,4.599495454545455,0.5029015331508291,8.635092705975456,1.1045969070143247,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
3,275,8.0,5.983065605163574,5.983065605163574,0.20914743689172863,28.470249193334535,4.599495454545455,4.599495454545455,0.5029015331508291,23.585880453295264,1.148370313253844,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
4,138,15.942028985507246,15.53955078125,15.53955078125,0.2182068208561908,26.35467704226981,4.599495454545455,4.599495454545455,0.5029015331508291,61.25856061283373,1.1981128669077146,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
5,69,31.884057971014492,40.225555419921875,40.225555419921875,0.23346663014434557,14.07211289286723,4.599495454545455,4.599495454545455,0.5029015331508291,158.57341435181243,1.2819002287461672,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
6,35,62.857142857142854,94.0688705444336,94.0688705444336,0.25956677749188006,7.956516151422694,4.599495454545455,4.599495454545455,0.5029015331508291,370.82948465795084,1.4252088670488967,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
7,18,122.22222222222223,213.22528076171875,213.22528076171875,0.2728003099398005,6.411426710094579,4.599495454545455,4.599495454545455,0.5029015331508291,840.5567168319097,1.4978705072225722,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
8,9,244.44444444444446,504.37115478515625,504.37115478515625,0.2967824310923348,2.397398906412642,4.599495454545455,4.599495454545455,0.5029015331508291,1988.2846931490308,1.62954965371235,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
9,5,440.0,1027.521728515625,1027.521728515625,0.3278708652755583,1.8739582206217407,4.599495454545455,4.599495454545455,0.5029015331508291,4050.5998515238193,1.8002475854304498,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32346,add_frac_0.1000_nadd_200
0,2600,1.0,0.2699579894542694,0.2699579894542694,0.18083902735468835,37.22635447987484,5.106923076923077,5.106923076923077,0.530652997306428,1.0,1.0,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
1,1300,2.0,0.8179616928100586,0.8179616928100586,0.191799671868294,32.51314894465253,5.106923076923077,5.106923076923077,0.530652997306428,3.029959196479423,1.0606099505949456,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
2,650,4.0,2.4084575176239014,2.4084575176239014,0.20163020529794523,27.48895957126168,5.106923076923077,5.106923076923077,0.530652997306428,8.921601181327109,1.1149706357493183,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
3,325,8.0,6.765470027923584,6.765470027923584,0.20922929071651003,22.88550744859975,5.106923076923077,5.106923076923077,0.530652997306428,25.061195786797217,1.1569919047736221,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
4,163,15.950920245398773,18.028791427612305,18.028791427612305,0.21980795734819963,16.3329286682838,5.106923076923077,5.106923076923077,0.530652997306428,66.78369276663457,1.2154896017941947,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
5,82,31.70731707317073,45.241981506347656,45.241981506347656,0.21696417180519248,10.814641584730124,5.106923076923077,5.106923076923077,0.530652997306428,167.58897040908508,1.1997640939510814,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
6,41,63.41463414634146,110.3525161743164,110.3525161743164,0.2222979223470291,5.532697652467884,5.106923076923077,5.106923076923077,0.530652997306428,408.77662630914654,1.229258559940302,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
7,21,123.80952380952381,251.4879608154297,251.4879608154297,0.22682135674309553,3.6630673566886305,5.106923076923077,5.106923076923077,0.530652997306428,931.5818410257922,1.2542721560773484,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
8,11,236.36363636363637,567.6289672851562,567.6289672851562,0.22521460731226028,2.5053794535147325,5.106923076923077,5.106923076923077,0.530652997306428,2102.6566705161804,1.245387185535653,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
9,6,433.3333333333333,1249.024169921875,1249.024169921875,0.19372418074074121,2.737846479045181,5.106923076923077,5.106923076923077,0.530652997306428,4626.735339253437,1.0712520608772165,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,2,32347,add_frac_0.3000_nadd_600
