repeat,seed,condition,analysis_level,N0,N1,n_add,add_neuron_frac,e0,i0,e1,i1,n_add_e,n_add_i,baseline_edge_density,p_new_edge_density,n_edges_old,n_edges_new_total,n_edges_added,mean_out_degree_old,mean_out_degree_new,actual_N,actual_E,actual_I,actual_ei_ratio_implied,actual_dt,actual_refractory_steps,actual_p_ext,actual_slope,actual_e_w,actual_i_w,actual_theta,T_RUN,MV_slope,MV_r2,MV_nfit,TAU_slope,TAU_r2,TAU_nfit,KURT_slope,KURT_r2,KURT_nfit,mean_rate_hz,pop_rate_mean_hz,pop_rate_std_hz,global_avalanche_tau,global_avalanche_xmin,global_avalanche_n_tail,global_n_avalanches,global_avalanche_size_mean,global_avalanche_size_max,global_avalanche_duration_mean_s,global_avalanche_duration_max_s,global_avalanche_threshold,global_avalanche_threshold_mode,global_frac_silent_bins,global_branching_proxy,n_modules_used,local_tau_mean,local_tau_std,local_log_tau_std,local_av_tau_mean,local_av_tau_std,local_branch_mean,local_branch_std,local_rate_mean,local_rate_std,local_mean_frac_silent_bins,local_quantile_fallback_frac,n_rare_modules,rare_module_neuron_fraction,n_long_avalanches,long_avalanche_activity_in_rare_fraction,rare_enrichment,long_avalanche_module_gini_mean,long_avalanche_module_entropy_mean,long_avalanche_top_module_fraction_mean,delta_MV_slope,abs_delta_MV_slope,delta_TAU_slope,abs_delta_TAU_slope,delta_KURT_slope,abs_delta_KURT_slope,delta_global_avalanche_tau,abs_delta_global_avalanche_tau,delta_global_branching_proxy,abs_delta_global_branching_proxy,delta_local_log_tau_std,abs_delta_local_log_tau_std,delta_local_av_tau_std,abs_delta_local_av_tau_std,delta_local_branch_std,abs_delta_local_branch_std,delta_rare_enrichment,abs_delta_rare_enrichment,delta_long_avalanche_module_gini_mean,abs_delta_long_avalanche_module_gini_mean,delta_long_avalanche_top_module_fraction_mean,abs_delta_long_avalanche_top_module_fraction_mean,global_change_score,local_heterogeneity_change_score
1,22347,add_frac_0.3000_nadd_600,7,2000,2600,600,0.3,1600,400,2080,520,480,120,0.00044922461230615307,0.00044922461230615307,1796,3006,1210,0.898,1.156153846153846,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3637232537306516,0.9988889930325404,9,0.036016834416034885,0.8212826345638218,9,-0.41440954401366903,0.9834614803077606,10,5.91055,5.91055,0.5369451443420867,2.033759674546312,161.0,1395,1719,453.8202443280977,3408.0,0.02743455497382199,0.2,154.0,quantile_fallback,0.0,0.9957815702266539,7,0.1800068363371484,0.03795735344956629,0.0878264341843981,2.4331318072572894,0.20399153589911112,0.9511404815038259,0.00536708399800974,5.721953125,0.39034261277329135,0.0,1.0,1,0.14285714285714285,172,0.13053709041708336,0.9137596329195836,0.05303490046100125,0.9973728068259458,0.1651547161986208,0.08972734263402682,0.08972734263402682,0.027676794874868002,0.027676794874868002,0.14271093388265155,0.14271093388265155,0.07694683074879527,0.07694683074879527,0.004287052959738857,0.004287052959738857,-0.062296174592843326,0.062296174592843326,0.015968951567077644,0.015968951567077644,-0.00811370018103037,0.00811370018103037,-0.20561547154100657,0.20561547154100657,-0.03487094724014057,0.03487094724014057,-0.01728501844279076,0.01728501844279076,0.04965950530435724,0.02879294211365045
2,32345,baseline,3,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.2665156514020626,0.9973752760711333,9,0.04992965008522123,0.9695735136666539,9,-0.5451010512827184,0.9634768538754749,9,3.812755,3.812755,0.5013138338157046,2.013804016526662,82.0,1399,1734,235.0121107266436,1506.0,0.02779123414071511,0.17,76.0,quantile_fallback,0.0,0.9907789973693092,125,0.16962423013057204,0.05380890806416634,0.1468035970530668,2.6667253110448277,0.4574711338126625,0.3858575259687303,0.09948053687509689,3.8127549999999997,1.5815209192241335,0.547928,0.008,13,0.104,174,0.10514594631351683,1.0110187145530465,0.28174967511381943,0.9708272116501527,0.03141964410505496,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32345,baseline,4,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.2665156514020626,0.9973752760711333,9,0.04992965008522123,0.9695735136666539,9,-0.5451010512827184,0.9634768538754749,9,3.812755,3.812755,0.5013138338157046,2.013804016526662,82.0,1399,1734,235.0121107266436,1506.0,0.02779123414071511,0.17,76.0,quantile_fallback,0.0,0.9907789973693092,62,0.17460497980961576,0.04897134694753662,0.12962371560166744,1.9762990165916066,0.18214588269775522,0.5786498456089001,0.07640251613161246,3.7143649193548383,0.9486087286148577,0.30785967741935494,0.0,7,0.11290322580645161,174,0.11516326566420437,1.020017495882953,0.21009009463097383,0.9818391940581456,0.037218435385231396,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32345,baseline,5,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.2665156514020626,0.9973752760711333,9,0.04992965008522123,0.9695735136666539,9,-0.5451010512827184,0.9634768538754749,9,3.812755,3.812755,0.5013138338157046,2.013804016526662,82.0,1399,1734,235.0121107266436,1506.0,0.02779123414071511,0.17,76.0,quantile_fallback,0.0,0.9907789973693092,31,0.171754286382341,0.04491436446449622,0.11635735082109563,1.7833762488825855,0.10855103169005398,0.7415601198800776,0.05213434826416735,3.7143649193548383,0.8904256574568667,0.10324838709677418,0.03225806451612903,4,0.12903225806451613,174,0.11618093450072815,0.9004022423806433,0.17100007038672785,0.9850404259081809,0.06597692379875075,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32345,baseline,6,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.2665156514020626,0.9973752760711333,9,0.04992965008522123,0.9695735136666539,9,-0.5451010512827184,0.9634768538754749,9,3.812755,3.812755,0.5013138338157046,2.013804016526662,82.0,1399,1734,235.0121107266436,1506.0,0.02779123414071511,0.17,76.0,quantile_fallback,0.0,0.9907789973693092,15,0.17085674284964972,0.04130652171558082,0.11726329440275476,2.061546622325749,0.47174326407435424,0.8518789391903845,0.023290863254822824,3.618192708333333,0.5961797821232595,0.01284,0.4,2,0.13333333333333333,174,0.12887519317779805,0.9665639488334854,0.12339874709679408,0.9898262263740627,0.10556858156738577,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32345,baseline,7,2000,2000,0,0.0,1600,400,1600,400,0,0,0.0004427213606803402,0.0,1770,1770,0,0.885,0.885,2000,1600,400,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.2665156514020626,0.9973752760711333,9,0.04992965008522123,0.9695735136666539,9,-0.5451010512827184,0.9634768538754749,9,3.812755,3.812755,0.5013138338157046,2.013804016526662,82.0,1399,1734,235.0121107266436,1506.0,0.02779123414071511,0.17,76.0,quantile_fallback,0.0,0.9907789973693092,7,0.16409708366532172,0.03714493549159263,0.09920364102251525,2.2883128801290096,0.26266950404194556,0.9241148063626335,0.011077949671719614,3.4941127232142857,0.33876055502446784,0.00022857142857142862,1.0,1,0.14285714285714285,174,0.13383616000663068,0.9368531200464147,0.0811435361829241,0.9938137425192786,0.17562303077541644,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,32346,add_frac_0.1000_nadd_200,3,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3285157621983499,0.9984047217786292,9,0.09813794038870009,0.9743893599607566,9,-0.5262623348734417,0.9096215097693066,10,4.599495454545455,4.599495454545455,0.5029015331508291,1.9705374347018147,106.0,1343,1632,329.4117647058824,2134.0,0.02988357843137255,0.19,101.0,quantile_fallback,0.0,0.9943292194249834,125,0.1918212344555063,0.06740212464743757,0.17189532554099554,2.454260471280777,0.40822344126095844,0.4264132432144282,0.09404781122369278,4.6544799999999995,1.576517022019022,0.47478000000000004,0.0,13,0.104,164,0.1163168805126885,1.1184315433912357,0.24377526861969223,0.9790383710053009,0.020779036273615974,0.06200011079628731,0.06200011079628731,0.04820829030347886,0.04820829030347886,0.0188387164092767,0.0188387164092767,-0.04326658182484744,0.04326658182484744,0.0035502220556742348,0.0035502220556742348,0.025091728487928733,0.025091728487928733,-0.04924769255170408,0.04924769255170408,-0.005432725651404111,0.005432725651404111,0.10741282883818926,0.10741282883818926,-0.0379744064941272,0.0379744064941272,-0.010640607831438987,0.010640607831438987,0.03925630124507196,0.026590715563678976
2,32346,add_frac_0.1000_nadd_200,4,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3285157621983499,0.9984047217786292,9,0.09813794038870009,0.9743893599607566,9,-0.5262623348734417,0.9096215097693066,10,4.599495454545455,4.599495454545455,0.5029015331508291,1.9705374347018147,106.0,1343,1632,329.4117647058824,2134.0,0.02988357843137255,0.19,101.0,quantile_fallback,0.0,0.9943292194249834,62,0.1937920072547661,0.07319229998247226,0.17800292543276572,1.9880150402622827,0.17377568421486653,0.617165630322096,0.07886247023588049,4.671985887096773,1.2939858521466754,0.22935322580645162,0.0,7,0.11290322580645161,164,0.13500755030133185,1.1957811598117964,0.1898722262854315,0.9854181539721314,0.03400236608717506,0.06200011079628731,0.06200011079628731,0.04820829030347886,0.04820829030347886,0.0188387164092767,0.0188387164092767,-0.04326658182484744,0.04326658182484744,0.0035502220556742348,0.0035502220556742348,0.04837920983109828,0.04837920983109828,-0.008370198482888697,0.008370198482888697,0.002459954104268025,0.002459954104268025,0.17576366392884335,0.17576366392884335,-0.020217868345542345,0.020217868345542345,-0.0032160692980563385,0.0032160692980563385,0.03925630124507196,0.019736454139418335
2,32346,add_frac_0.1000_nadd_200,5,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3285157621983499,0.9984047217786292,9,0.09813794038870009,0.9743893599607566,9,-0.5262623348734417,0.9096215097693066,10,4.599495454545455,4.599495454545455,0.5029015331508291,1.9705374347018147,106.0,1343,1632,329.4117647058824,2134.0,0.02988357843137255,0.19,101.0,quantile_fallback,0.0,0.9943292194249834,31,0.20357283104504664,0.07346135465269106,0.1724941378387908,1.8383230193374536,0.269501299570917,0.7770942414855069,0.056559050876670756,4.671985887096774,1.1284437808442023,0.0567,0.0967741935483871,4,0.12903225806451613,164,0.13957854354007102,1.0817337124355504,0.1523843420605642,0.9882883622785434,0.060794763668437606,0.06200011079628731,0.06200011079628731,0.04820829030347886,0.04820829030347886,0.0188387164092767,0.0188387164092767,-0.04326658182484744,0.04326658182484744,0.0035502220556742348,0.0035502220556742348,0.05613678701769517,0.05613678701769517,0.16095026788086303,0.16095026788086303,0.004424702612503405,0.004424702612503405,0.18133147005490713,0.18133147005490713,-0.01861572832616365,0.01861572832616365,-0.005182160130313147,0.005182160130313147,0.03925630124507196,0.07383725250368721
2,32346,add_frac_0.1000_nadd_200,6,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3285157621983499,0.9984047217786292,9,0.09813794038870009,0.9743893599607566,9,-0.5262623348734417,0.9096215097693066,10,4.599495454545455,4.599495454545455,0.5029015331508291,1.9705374347018147,106.0,1343,1632,329.4117647058824,2134.0,0.02988357843137255,0.19,101.0,quantile_fallback,0.0,0.9943292194249834,15,0.2198370540903673,0.07044203828003615,0.14626022038243003,2.492687200987855,0.35883976435490733,0.8798529251692185,0.028949774758933955,4.541901041666667,0.8303199651205382,0.00434,0.9333333333333333,2,0.13333333333333333,164,0.16347084748211835,1.2260313561158875,0.1146592341527247,0.9912260131400034,0.1034564149561087,0.06200011079628731,0.06200011079628731,0.04820829030347886,0.04820829030347886,0.0188387164092767,0.0188387164092767,-0.04326658182484744,0.04326658182484744,0.0035502220556742348,0.0035502220556742348,0.028996925979675264,0.028996925979675264,-0.11290349971944691,0.11290349971944691,0.00565891150411113,0.00565891150411113,0.25946740728240214,0.25946740728240214,-0.00873951294406937,0.00873951294406937,-0.0021121666112770693,0.0021121666112770693,0.03925630124507196,0.049186445734411104
2,32346,add_frac_0.1000_nadd_200,7,2000,2200,200,0.1,1600,400,1760,440,160,40,0.00044922461230615307,0.00044922461230615307,1796,2183,387,0.898,0.9922727272727273,2200,1760,440,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3285157621983499,0.9984047217786292,9,0.09813794038870009,0.9743893599607566,9,-0.5262623348734417,0.9096215097693066,10,4.599495454545455,4.599495454545455,0.5029015331508291,1.9705374347018147,106.0,1343,1632,329.4117647058824,2134.0,0.02988357843137255,0.19,101.0,quantile_fallback,0.0,0.9943292194249834,7,0.22491114542171461,0.07738941721047059,0.14790398982548203,2.275364361408005,0.18910052127864524,0.9411674690277706,0.014504419255740086,4.5049665178571425,0.7538547003872461,2.8571428571428574e-05,1.0,1,0.14285714285714285,164,0.19080708014460773,1.3356495610122543,0.08909359705431484,0.9920977396146529,0.19195501550908273,0.06200011079628731,0.06200011079628731,0.04820829030347886,0.04820829030347886,0.0188387164092767,0.0188387164092767,-0.04326658182484744,0.04326658182484744,0.0035502220556742348,0.0035502220556742348,0.04870034880296678,0.04870034880296678,-0.07356898276330032,0.07356898276330032,0.0034264695840204723,0.0034264695840204723,0.39879644096583955,0.39879644096583955,0.007950060871390746,0.007950060871390746,0.016331984733666288,0.016331984733666288,0.03925630124507196,0.041898600383429185
2,32347,add_frac_0.3000_nadd_600,3,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3490214536493423,0.9983788748524871,9,0.013966477637517736,0.16193471378358082,9,-0.5010480929514256,0.9577251020584435,10,5.106923076923077,5.106923076923077,0.530652997306428,1.965883621333798,139.0,1308,1594,430.76537013801754,2830.0,0.02984943538268507,0.19,133.0,quantile_fallback,0.0,0.9951285466327767,125,0.19337615698989738,0.0569769590848121,0.1370807869460021,2.266818932575153,0.27422166932693903,0.45190390909643186,0.08376515440431083,5.146015,1.2763088575256332,0.43340480000000003,0.0,13,0.104,160,0.08815474152687436,0.847641745450715,0.2091088965062299,0.984923834943217,0.01668982972146437,0.08250580224727977,0.08250580224727977,-0.035963172447703494,0.035963172447703494,0.044052958331292746,0.044052958331292746,-0.047920395192864174,0.047920395192864174,0.004349549263467534,0.004349549263467534,-0.009722810107064717,0.009722810107064717,-0.1832494644857235,0.1832494644857235,-0.015715382470786063,0.015715382470786063,-0.16337696910233146,0.16337696910233146,-0.07264077860758952,0.07264077860758952,-0.01472981438359059,0.01472981438359059,0.042684729787828744,0.06956255235452476
2,32347,add_frac_0.3000_nadd_600,4,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3490214536493423,0.9983788748524871,9,0.013966477637517736,0.16193471378358082,9,-0.5010480929514256,0.9577251020584435,10,5.106923076923077,5.106923076923077,0.530652997306428,1.965883621333798,139.0,1308,1594,430.76537013801754,2830.0,0.02984943538268507,0.19,133.0,quantile_fallback,0.0,0.9951285466327767,62,0.19209568013597159,0.055369086846159134,0.14696104932770332,1.9819655521633193,0.1164625641637791,0.6362063666553083,0.0583770573082911,5.13920866935484,0.9183629992990241,0.19171451612903223,0.0,7,0.11290322580645161,160,0.10670515126109578,0.9451027683125627,0.15154267030258786,0.9908453087907155,0.027893248212484838,0.08250580224727977,0.08250580224727977,-0.035963172447703494,0.035963172447703494,0.044052958331292746,0.044052958331292746,-0.047920395192864174,0.047920395192864174,0.004349549263467534,0.004349549263467534,0.01733733372603588,0.01733733372603588,-0.06568331853397612,0.06568331853397612,-0.018025458823321364,0.018025458823321364,-0.07491472757039042,0.07491472757039042,-0.05854742432838597,0.05854742432838597,-0.009325187172746559,0.009325187172746559,0.042684729787828744,0.033682037027777785
2,32347,add_frac_0.3000_nadd_600,5,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3490214536493423,0.9983788748524871,9,0.013966477637517736,0.16193471378358082,9,-0.5010480929514256,0.9577251020584435,10,5.106923076923077,5.106923076923077,0.530652997306428,1.965883621333798,139.0,1308,1594,430.76537013801754,2830.0,0.02984943538268507,0.19,133.0,quantile_fallback,0.0,0.9951285466327767,31,0.19779487104922489,0.05399322538923471,0.1292227609658217,1.773616588522356,0.05789223566982172,0.7918435253343147,0.025981996272693094,5.139208669354838,0.6814612893094404,0.037683870967741936,0.0,4,0.12903225806451613,160,0.12410001727966823,0.9617751339174287,0.11249358396293338,0.9937816226672288,0.04926614678599482,0.08250580224727977,0.08250580224727977,-0.035963172447703494,0.035963172447703494,0.044052958331292746,0.044052958331292746,-0.047920395192864174,0.047920395192864174,0.004349549263467534,0.004349549263467534,0.012865410144726058,0.012865410144726058,-0.05065879602023226,0.05065879602023226,-0.026152351991474258,0.026152351991474258,0.06137289153678549,0.06137289153678549,-0.05850648642379447,0.05850648642379447,-0.01671077701275593,0.01671077701275593,0.042684729787828744,0.029892186052144193
2,32347,add_frac_0.3000_nadd_600,6,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3490214536493423,0.9983788748524871,9,0.013966477637517736,0.16193471378358082,9,-0.5010480929514256,0.9577251020584435,10,5.106923076923077,5.106923076923077,0.530652997306428,1.965883621333798,139.0,1308,1594,430.76537013801754,2830.0,0.02984943538268507,0.19,133.0,quantile_fallback,0.0,0.9951285466327767,15,0.20180959931400885,0.04995688549666166,0.12550886684308502,2.5054968577317154,0.25404599600115685,0.8906392048990465,0.018634665672598978,5.160770833333333,0.6165386188804098,0.0016666666666666668,1.0,2,0.13333333333333333,160,0.1256776964578626,0.9425827234339694,0.09034877788918062,0.99476815183519,0.09075978838263846,0.08250580224727977,0.08250580224727977,-0.035963172447703494,0.035963172447703494,0.044052958331292746,0.044052958331292746,-0.047920395192864174,0.047920395192864174,0.004349549263467534,0.004349549263467534,0.008245572440330251,0.008245572440330251,-0.2176972680731974,0.2176972680731974,-0.004656197582223846,0.004656197582223846,-0.02398122539951597,0.02398122539951597,-0.03304996920761345,0.03304996920761345,-0.014808793184747315,0.014808793184747315,0.042684729787828744,0.07686634603191717
2,32347,add_frac_0.3000_nadd_600,7,2000,2600,600,0.3,1600,400,2080,520,480,120,0.0004372186093046523,0.0004372186093046523,1748,3015,1267,0.874,1.1596153846153847,2600,2080,520,0.2,0.01,2,0.015,2.25,21.4115,21.675,7.5,100.0,1.3490214536493423,0.9983788748524871,9,0.013966477637517736,0.16193471378358082,9,-0.5010480929514256,0.9577251020584435,10,5.106923076923077,5.106923076923077,0.530652997306428,1.965883621333798,139.0,1308,1594,430.76537013801754,2830.0,0.02984943538268507,0.19,133.0,quantile_fallback,0.0,0.9951285466327767,7,0.21469422239120808,0.04103515057796008,0.0728162684725014,2.3222941276850406,0.052822183760150666,0.9443737356350133,0.010825572499400785,5.068498883928571,0.5119577138928402,0.0,1.0,1,0.14285714285714285,160,0.12916732614857768,0.9041712830400438,0.06451364458920258,0.9961777018423849,0.16885775559008342,0.08250580224727977,0.08250580224727977,-0.035963172447703494,0.035963172447703494,0.044052958331292746,0.044052958331292746,-0.047920395192864174,0.047920395192864174,0.004349549263467534,0.004349549263467534,-0.026387372550013846,0.026387372550013846,-0.2098473202817949,0.2098473202817949,-0.00025237717231882915,0.00025237717231882915,-0.03268183700637095,0.03268183700637095,-0.01662989159372151,0.01662989159372151,-0.006765275185333014,0.006765275185333014,0.042684729787828744,0.07882902333470919
